0.0700233,0.0779845,0.164065
0.0656973,0.0779986,0.164092
0.0711757,0.0781402,0.168711
0.070649,0.0778228,0.168291
0.0658933,0.0780337,0.164168
0.0700233,0.0779967,0.164065
0.0711863,0.0782619,0.164353
0.066696,0.0781114,0.164228
0.0704614,0.0782092,0.164401
0.0666355,0.0782305,0.164195
0.0698742,0.0779559,0.168352
0.0656467,0.078033,0.164228
0.0658517,0.0779967,0.164125
0.0699951,0.0781643,0.164195
0.0699371,0.0780719,0.164195
0.0697768,0.0779477,0.164108
0.070882,0.0779317,0.16855
0.0700677,0.0782305,0.164313
0.0699951,0.0780458,0.164313
0.0706181,0.0777847,0.168234
0.0699371,0.078033,0.164268
0.066696,0.0780458,0.164168
0.0698929,0.0780229,0.164125
0.0701564,0.0782619,0.164374
0.0708691,0.0780424,0.168566
0.0656557,0.077974,0.164108
0.0658099,0.0779348,0.168569
0.0654171,0.0778292,0.16391
0.070545,0.0784299,0.168881
0.0658083,0.078033,0.164147
0.0656973,0.0779986,0.16432
0.0656973,0.0779967,0.164165
0.0655343,0.0779494,0.164062
0.0698209,0.0779845,0.164125
0.0699951,0.078033,0.164268
0.0667382,0.0780821,0.164271
0.0699371,0.0780337,0.164228
0.0658933,0.0780719,0.164195
0.06585,0.0780948,0.16425
0.0697327,0.0779002,0.164057
0.0657805,0.0781603,0.164271
0.0739803,0.0779446,0.168289
0.0699627,0.0780538,0.168582
0.0666605,0.0782305,0.164132
0.0746868,0.0780913,0.168606
0.0701992,0.0782131,0.16425
0.066747,0.0780458,0.164147
0.0698495,0.0779839,0.164125
0.0656467,0.0780337,0.164268
0.0656434,0.0779986,0.164092
0.0701885,0.0780297,0.168635
0.0700677,0.0781114,0.164268
0.0698495,0.0779967,0.164165
0.0668978,0.0782619,0.164338
0.0658083,0.0780719,0.164228
0.0700543,0.0780049,0.16853
0.0701885,0.0780538,0.168606
0.0699371,0.078033,0.164228
0.0703324,0.0783596,0.164559
0.0659351,0.0781209,0.164331
0.0700543,0.0784302,0.17284
0.0668132,0.078033,0.164268
0.06585,0.0781603,0.164298
0.0698929,0.0779845,0.164125
0.066696,0.0780719,0.164147
0.0697199,0.0779684,0.164115
0.0702436,0.0781312,0.164353
0.0742468,0.07797,0.1685
0.0699656,0.0778745,0.168289
0.06585,0.0782131,0.164298
0.0661095,0.078033,0.164195
0.0667892,0.0781603,0.164235
0.0698209,0.0779839,0.164165
0.0655604,0.0779276,0.163959
0.0656434,0.0779839,0.164092
0.0661931,0.078328,0.164329
0.0709324,0.0781603,0.164331
0.0698929,0.0779986,0.164092
0.065685,0.0780752,0.164228
0.0698929,0.0779986,0.164092
0.0656434,0.0779967,0.164165
0.0655637,0.0779768,0.164062
0.0696749,0.0778784,0.163903
0.0741998,0.0779317,0.168424
0.0707758,0.0780229,0.16421
0.0698486,0.0779348,0.164218
0.069784,0.077907,0.168355
0.0698937,0.0780458,0.164147
0.0699813,0.0782131,0.16437
0.0697637,0.0779348,0.164022
